order_id,customer_id,product_id,warehouse_id,quantity,selling_price,discount,final_amount,payment_method,order_status,order_date
O005811,C0294,P0167,W004,4,121.8,40.77,446.43,Debit Card,Completed,2026-07-30
O005812,C0124,P0048,W017,6,197.9,185.06,1002.34,Credit Card,Pending,2026-06-05
O005813,C0127,P0089,W006,5,380.36,125.46,1776.34,Debit Card,Cancelled,2025-09-08
O005814,C0185,P0075,W019,6,153.98,169.39,754.49,Net Banking,Pending,2025-11-08
O005815,C0133,P0038,W020,3,210.73,102.92,529.27,UPI,Pending,2025-09-23
O005816,C0363,P0095,W009,9,121.43,193.78,899.09,Debit Card,Pending,2026-01-29
O005817,C0348,P0082,W010,4,524.26,163.08,1933.96,Debit Card,Completed,2025-11-16
O005818,C0225,P0020,W016,9,658.43,787.24,5138.63,Credit Card,Completed,2025-12-13
O005819,C0105,P0116,W001,4,446.14,182.41,1602.15,UPI,Completed,2026-07-21
O005820,C0023,P0002,W002,5,318.95,88.06,1506.69,UPI,Pending,2025-10-06
O005821,C0051,P0171,W009,8,165.53,164.56,1159.68,Debit Card,Completed,2026-06-26
O005822,C0068,P0008,W002,9,707.65,958.8,5410.05,Debit Card,Cancelled,2026-05-12
O005823,C0170,P0129,W018,5,649.05,557.93,2687.32,Debit Card,Cancelled,2025-10-03
O005824,C0071,P0157,W001,10,596.45,523.02,5441.48,Debit Card,Pending,2025-08-31
O005825,C0165,P0063,W014,9,152.21,20.33,1349.56,Credit Card,Completed,2026-03-19
O005826,C0393,P0053,W014,7,208.63,100.25,1360.16,Cash,Completed,2026-04-24
O005827,C0411,P0066,W001,6,156.35,165.94,772.16,UPI,Cancelled,2026-02-26
O005828,C0304,P0103,W010,9,104.86,10.41,933.33,Cash,Completed,2026-03-17
O005829,C0244,P0194,W004,10,316.48,280.54,2884.26,Net Banking,Completed,2025-09-30
O005830,C0201,P0061,W019,4,427.25,112.96,1596.04,Cash,Pending,2026-07-13
O005831,C0010,P0007,W005,2,86.6,34.6,138.6,Debit Card,Pending,2025-11-06
O005832,C0251,P0014,W019,6,248.91,151.89,1341.57,Debit Card,Cancelled,2026-05-23
O005833,C0035,P0036,W004,5,550.45,285.97,2466.28,Debit Card,Completed,2026-01-17
O005834,C0406,P0015,W020,4,435.76,22.32,1720.72,Credit Card,Cancelled,2026-02-04
O005835,C0137,P0098,W012,7,515.46,477.77,3130.45,UPI,Pending,2025-08-23
O005836,C0032,P0136,W020,3,596.21,293.69,1494.94,Credit Card,Pending,2026-04-23
O005837,C0393,P0194,W013,9,316.48,137.85,2710.47,Debit Card,Completed,2026-03-27
O005838,C0263,P0048,W008,10,197.9,84.39,1894.61,Cash,Cancelled,2026-02-19
O005839,C0037,P0192,W004,6,392.33,304.98,2049.0,Net Banking,Cancelled,2026-06-03
O005840,C0049,P0100,W013,3,451.54,102.4,1252.22,Net Banking,Pending,2025-10-30
O005841,C0023,P0185,W016,2,566.24,3.44,1129.04,Debit Card,Pending,2026-04-28
O005842,C0215,P0023,W003,7,673.26,79.09,4633.73,Net Banking,Cancelled,2025-10-29
O005843,C0131,P0033,W015,3,316.3,146.12,802.78,UPI,Pending,2026-01-05
O005844,C0353,P0086,W001,1,781.27,56.45,724.82,Credit Card,Pending,2026-04-18
O005845,C0253,P0084,W015,2,611.84,212.01,1011.67,Cash,Pending,2025-10-06
O005846,C0263,P0151,W001,8,359.46,4.08,2871.6,Debit Card,Cancelled,2026-08-05
O005847,C0490,P0114,W014,1,433.11,41.76,391.35,Credit Card,Cancelled,2026-07-11
O005848,C0284,P0182,W002,4,103.87,70.04,345.44,Credit Card,Pending,2026-02-17
O005849,C0036,P0106,W004,7,395.02,119.56,2645.58,Cash,Cancelled,2026-01-02
O005850,C0187,P0141,W011,10,473.02,368.25,4361.95,Credit Card,Completed,2026-06-30
O005851,C0314,P0154,W003,2,687.94,145.82,1230.06,Credit Card,Completed,2026-05-30
O005852,C0440,P0077,W018,3,705.01,224.42,1890.61,Net Banking,Cancelled,2025-09-19
O005853,C0159,P0112,W009,3,635.62,188.38,1718.48,Net Banking,Completed,2025-10-11
O005854,C0223,P0085,W013,1,734.45,93.39,641.06,Credit Card,Cancelled,2026-07-26
O005855,C0416,P0019,W016,1,452.83,36.84,415.99,Net Banking,Completed,2026-04-24
O005856,C0197,P0157,W004,6,596.45,477.79,3100.91,Credit Card,Completed,2025-08-06
O005857,C0181,P0072,W003,9,712.27,883.51,5526.92,Credit Card,Completed,2025-08-21
O005858,C0004,P0069,W018,3,779.75,166.35,2172.9,Cash,Completed,2026-04-10
O005859,C0045,P0121,W005,5,650.82,533.67,2720.43,UPI,Pending,2026-03-18
O005860,C0260,P0112,W008,8,635.62,565.66,4519.3,UPI,Cancelled,2025-12-19
O005861,C0373,P0040,W001,1,533.67,6.3,527.37,Net Banking,Completed,2025-09-30
O005862,C0355,P0106,W011,1,395.02,11.17,383.85,Debit Card,Cancelled,2026-04-18
O005863,C0149,P0086,W012,4,781.27,150.51,2974.57,Credit Card,Pending,2026-05-08
O005864,C0010,P0087,W014,5,52.58,33.88,229.02,Credit Card,Completed,2026-07-18
O005865,C0084,P0124,W020,2,711.13,147.82,1274.44,Cash,Pending,2026-07-02
O005866,C0254,P0185,W008,6,566.24,554.81,2842.63,Net Banking,Completed,2025-10-12
O005867,C0315,P0054,W012,7,298.13,41.76,2045.15,Cash,Cancelled,2025-10-05
O005868,C0034,P0173,W018,1,112.19,16.15,96.04,Credit Card,Cancelled,2025-10-13
O005869,C0175,P0111,W008,3,638.29,108.21,1806.66,Net Banking,Cancelled,2026-06-27
O005870,C0037,P0075,W002,6,153.98,134.14,789.74,UPI,Cancelled,2025-09-01
O005871,C0459,P0062,W020,2,152.46,43.58,261.34,UPI,Pending,2025-09-04
O005872,C0380,P0005,W001,9,616.49,631.07,4917.34,Net Banking,Pending,2026-01-26
O005873,C0468,P0175,W001,8,636.16,22.24,5067.04,UPI,Completed,2026-02-18
O005874,C0161,P0166,W013,10,399.5,775.28,3219.72,Cash,Pending,2025-12-03
O005875,C0235,P0099,W018,7,703.35,379.96,4543.49,Cash,Pending,2026-02-17
O005876,C0080,P0103,W001,5,104.86,10.91,513.39,UPI,Completed,2025-08-13
O005877,C0158,P0079,W002,7,102.81,77.61,642.06,UPI,Cancelled,2025-11-19
O005878,C0249,P0007,W019,5,86.6,24.05,408.95,Debit Card,Cancelled,2025-12-27
O005879,C0133,P0115,W016,5,346.43,36.74,1695.41,Debit Card,Cancelled,2026-04-15
O005880,C0254,P0137,W017,5,70.49,11.34,341.11,Debit Card,Cancelled,2026-03-24
O005881,C0461,P0114,W014,1,433.11,30.83,402.28,Net Banking,Pending,2026-02-05
O005882,C0352,P0006,W015,5,615.25,91.6,2984.65,Net Banking,Cancelled,2026-02-01
O005883,C0300,P0006,W020,1,615.25,31.01,584.24,Net Banking,Pending,2026-04-07
O005884,C0479,P0162,W015,9,472.72,60.24,4194.24,Debit Card,Completed,2025-11-04
O005885,C0057,P0027,W012,3,78.28,43.5,191.34,UPI,Pending,2025-12-20
O005886,C0380,P0129,W016,8,649.05,445.31,4747.09,UPI,Pending,2026-01-26
O005887,C0139,P0030,W013,1,129.09,8.71,120.38,Cash,Completed,2026-07-12
O005888,C0165,P0067,W009,2,610.98,243.64,978.32,Debit Card,Pending,2026-04-07
O005889,C0473,P0162,W017,10,472.72,72.85,4654.35,Net Banking,Pending,2026-06-16
O005890,C0307,P0034,W004,1,98.84,11.57,87.27,Credit Card,Cancelled,2026-03-15
O005891,C0382,P0010,W016,4,275.52,26.74,1075.34,Debit Card,Cancelled,2025-10-15
O005892,C0360,P0158,W001,1,498.73,98.42,400.31,Cash,Completed,2026-05-16
O005893,C0011,P0068,W001,2,244.39,75.15,413.63,Cash,Pending,2025-08-11
O005894,C0104,P0058,W017,2,607.88,7.34,1208.42,Net Banking,Pending,2025-09-11
O005895,C0136,P0022,W015,8,456.03,138.85,3509.39,Debit Card,Pending,2025-10-03
O005896,C0028,P0187,W005,7,557.43,228.47,3673.54,Debit Card,Pending,2025-12-09
O005897,C0463,P0044,W010,6,509.99,315.26,2744.68,Net Banking,Pending,2026-04-06
O005898,C0346,P0133,W017,4,659.87,263.53,2375.95,Debit Card,Cancelled,2025-10-13
O005899,C0296,P0025,W008,8,464.04,417.35,3294.97,Net Banking,Pending,2026-07-26
O005900,C0001,P0139,W015,8,261.47,173.52,1918.24,Cash,Cancelled,2026-03-07
O005901,C0392,P0146,W011,7,595.2,224.41,3941.99,Cash,Completed,2026-06-09
O005902,C0148,P0012,W001,1,342.53,54.12,288.41,Cash,Cancelled,2025-10-08
O005903,C0244,P0010,W016,2,275.52,45.83,505.21,UPI,Completed,2025-10-07
O005904,C0475,P0066,W004,7,156.35,12.73,1081.72,Net Banking,Completed,2025-12-18
O005905,C0131,P0165,W010,4,221.44,58.91,826.85,Cash,Completed,2026-06-03
O005906,C0313,P0022,W018,1,456.03,51.12,404.91,Cash,Cancelled,2026-05-31
O005907,C0041,P0086,W008,10,781.27,290.81,7521.89,Credit Card,Cancelled,2026-07-29
O005908,C0171,P0165,W015,7,221.44,129.85,1420.23,Credit Card,Cancelled,2026-06-19
O005909,C0271,P0031,W017,6,475.72,173.28,2681.04,Debit Card,Pending,2026-05-23
O005910,C0105,P0087,W009,2,52.58,15.96,89.2,UPI,Cancelled,2026-06-03
O005911,C0453,P0079,W018,2,102.81,21.29,184.33,Net Banking,Pending,2025-08-17
O005912,C0452,P0064,W003,9,124.23,160.07,958.0,UPI,Cancelled,2025-09-09
O005913,C0193,P0022,W008,2,456.03,11.18,900.88,UPI,Completed,2026-03-11
O005914,C0435,P0147,W007,10,250.9,343.18,2165.82,Cash,Cancelled,2025-08-13
O005915,C0314,P0089,W003,3,380.36,113.32,1027.76,Debit Card,Completed,2025-12-15
O005916,C0278,P0151,W020,5,359.46,292.73,1504.57,Cash,Pending,2025-09-15
O005917,C0309,P0039,W003,9,696.37,432.87,5834.46,Net Banking,Completed,2026-06-07
O005918,C0491,P0016,W008,7,646.11,843.0,3679.77,Credit Card,Cancelled,2025-12-20
O005919,C0129,P0194,W020,6,316.48,30.2,1868.68,Credit Card,Completed,2026-02-27
O005920,C0057,P0012,W019,4,342.53,181.72,1188.4,Debit Card,Cancelled,2026-07-16
O005921,C0185,P0064,W010,8,124.23,37.79,956.05,Net Banking,Completed,2025-10-18
O005922,C0167,P0135,W020,8,444.2,187.57,3366.03,UPI,Completed,2026-05-27
O005923,C0062,P0081,W002,3,583.65,234.33,1516.62,Cash,Pending,2025-08-08
O005924,C0435,P0013,W014,10,678.5,321.04,6463.96,Debit Card,Cancelled,2026-07-17
O005925,C0108,P0034,W020,3,98.84,39.48,257.04,Debit Card,Cancelled,2026-06-21
O005926,C0102,P0043,W014,9,759.88,1165.7,5673.22,Debit Card,Cancelled,2026-04-14
O005927,C0051,P0041,W020,8,471.27,450.38,3319.78,UPI,Pending,2026-06-13
O005928,C0030,P0081,W018,8,583.65,347.5,4321.7,Debit Card,Pending,2025-10-28
O005929,C0173,P0014,W019,6,248.91,295.18,1198.28,Credit Card,Completed,2026-01-29
O005930,C0384,P0154,W017,2,687.94,147.5,1228.38,Cash,Cancelled,2026-05-04
O005931,C0106,P0157,W018,2,596.45,146.09,1046.81,Debit Card,Pending,2026-06-14
O005932,C0033,P0120,W009,2,117.95,9.66,226.24,Debit Card,Completed,2025-11-08
O005933,C0086,P0078,W003,2,134.38,37.74,231.02,Credit Card,Cancelled,2025-10-24
O005934,C0368,P0143,W016,6,276.16,55.68,1601.28,Net Banking,Cancelled,2025-12-13
O005935,C0226,P0046,W007,4,602.93,393.84,2017.88,UPI,Pending,2026-07-09
O005936,C0444,P0064,W020,7,124.23,71.47,798.14,Debit Card,Pending,2026-03-31
O005937,C0389,P0006,W014,4,615.25,471.76,1989.24,Cash,Cancelled,2026-07-26
O005938,C0081,P0013,W019,2,678.5,122.53,1234.47,UPI,Cancelled,2025-10-13
O005939,C0321,P0039,W002,2,696.37,75.54,1317.2,Credit Card,Completed,2026-06-23
O005940,C0270,P0084,W006,7,611.84,158.51,4124.37,UPI,Cancelled,2025-12-13
O005941,C0208,P0057,W015,4,500.43,177.28,1824.44,Cash,Completed,2025-09-13
O005942,C0097,P0159,W008,6,340.74,200.7,1843.74,Net Banking,Pending,2026-06-03
O005943,C0031,P0106,W001,3,395.02,203.88,981.18,UPI,Completed,2026-01-25
O005944,C0370,P0088,W015,7,512.39,144.49,3442.24,Credit Card,Completed,2026-07-31
O005945,C0034,P0131,W020,2,381.9,83.35,680.45,Cash,Cancelled,2026-04-14
O005946,C0115,P0011,W005,3,311.47,138.76,795.65,Cash,Cancelled,2026-04-19
O005947,C0149,P0011,W003,9,311.47,301.15,2502.08,Credit Card,Cancelled,2026-04-12
O005948,C0300,P0019,W016,10,452.83,873.37,3654.93,Cash,Cancelled,2025-11-20
O005949,C0484,P0010,W012,9,275.52,308.39,2171.29,Cash,Cancelled,2025-10-25
O005950,C0196,P0134,W012,2,127.8,5.66,249.94,Net Banking,Pending,2026-04-16
O005951,C0233,P0107,W001,9,223.7,25.07,1988.23,UPI,Pending,2025-10-19
O005952,C0083,P0140,W013,1,719.31,67.23,652.08,Debit Card,Pending,2026-04-05
O005953,C0285,P0191,W015,7,583.75,255.99,3830.26,Debit Card,Pending,2025-10-22
O005954,C0287,P0025,W015,7,464.04,515.44,2732.84,Net Banking,Completed,2026-01-04
O005955,C0015,P0082,W017,4,524.26,17.41,2079.63,Cash,Completed,2025-09-20
O005956,C0379,P0144,W011,8,642.6,705.51,4435.29,Credit Card,Cancelled,2025-12-24
O005957,C0271,P0059,W013,4,691.04,414.99,2349.17,Net Banking,Completed,2026-03-11
O005958,C0030,P0023,W015,2,673.26,112.13,1234.39,Credit Card,Pending,2026-01-18
O005959,C0045,P0108,W013,2,467.1,168.72,765.48,UPI,Completed,2026-02-03
O005960,C0097,P0092,W014,6,165.58,110.82,882.66,UPI,Pending,2025-12-21
O005961,C0482,P0069,W001,6,779.75,288.73,4389.77,Debit Card,Cancelled,2026-05-29
O005962,C0082,P0034,W002,1,98.84,1.14,97.7,Debit Card,Cancelled,2025-09-29
O005963,C0037,P0054,W016,2,298.13,75.43,520.83,Net Banking,Cancelled,2025-12-15
O005964,C0336,P0175,W015,5,636.16,47.63,3133.17,UPI,Completed,2026-04-24
O005965,C0345,P0104,W018,6,61.8,72.92,297.88,Credit Card,Cancelled,2026-01-29
O005966,C0181,P0066,W001,1,156.35,5.57,150.78,UPI,Cancelled,2026-04-06
O005967,C0106,P0105,W011,7,537.76,366.09,3398.23,Cash,Completed,2026-03-13
O005968,C0060,P0115,W003,3,346.43,199.86,839.43,Cash,Pending,2025-12-17
O005969,C0153,P0020,W006,2,658.43,254.47,1062.39,Credit Card,Completed,2025-12-11
O005970,C0231,P0072,W011,8,712.27,1071.54,4626.62,Cash,Cancelled,2026-05-03
O005971,C0074,P0078,W010,4,134.38,65.5,472.02,Cash,Completed,2026-04-14
O005972,C0326,P0075,W015,5,153.98,14.56,755.34,Debit Card,Pending,2025-08-25
O005973,C0201,P0012,W016,7,342.53,471.87,1925.84,Debit Card,Pending,2025-08-12
O005974,C0287,P0116,W006,3,446.14,243.17,1095.25,UPI,Completed,2026-06-03
O005975,C0161,P0076,W014,5,366.83,274.2,1559.95,UPI,Pending,2025-12-31
O005976,C0278,P0132,W009,9,661.28,427.33,5524.19,UPI,Completed,2025-08-09
O005977,C0177,P0149,W013,8,102.98,133.3,690.54,Net Banking,Cancelled,2026-06-02
O005978,C0468,P0120,W018,4,117.95,88.0,383.8,Debit Card,Cancelled,2025-08-12
O005979,C0441,P0143,W004,6,276.16,31.59,1625.37,Credit Card,Completed,2025-11-22
O005980,C0130,P0187,W019,3,557.43,167.72,1504.57,Net Banking,Cancelled,2026-04-26
O005981,C0472,P0014,W002,3,248.91,54.51,692.22,Credit Card,Completed,2025-10-21
O005982,C0416,P0023,W007,2,673.26,35.91,1310.61,Debit Card,Cancelled,2026-04-05
O005983,C0203,P0096,W015,9,223.64,208.51,1804.25,UPI,Pending,2026-04-06
O005984,C0375,P0041,W019,7,471.27,533.24,2765.65,Credit Card,Pending,2025-11-08
O005985,C0238,P0193,W018,4,327.81,165.4,1145.84,UPI,Pending,2025-08-25
O005986,C0134,P0110,W009,3,91.98,4.33,271.61,Cash,Completed,2025-10-04
O005987,C0392,P0047,W004,4,519.72,219.55,1859.33,Cash,Pending,2026-02-14
O005988,C0162,P0042,W020,3,276.02,157.5,670.56,Net Banking,Completed,2025-11-05
O005989,C0179,P0054,W001,10,298.13,294.62,2686.68,Credit Card,Completed,2026-05-05
O005990,C0053,P0173,W019,2,112.19,44.39,179.99,Credit Card,Completed,2026-06-06
O005991,C0204,P0141,W016,10,473.02,124.08,4606.12,UPI,Completed,2026-03-04
O005992,C0290,P0029,W019,10,380.84,686.25,3122.15,Net Banking,Pending,2026-04-23
O005993,C0212,P0095,W012,5,121.43,74.23,532.92,Net Banking,Pending,2026-01-03
O005994,C0385,P0138,W017,6,574.82,95.55,3353.37,Net Banking,Pending,2026-06-02
O005995,C0225,P0030,W013,3,129.09,66.2,321.07,Net Banking,Cancelled,2025-11-08
O005996,C0213,P0195,W002,7,194.61,141.29,1220.98,Debit Card,Completed,2026-07-02
O005997,C0413,P0123,W002,6,614.42,276.0,3410.52,Credit Card,Completed,2026-01-20
O005998,C0410,P0087,W005,9,52.58,55.05,418.17,Cash,Completed,2026-06-17
O005999,C0069,P0026,W007,1,424.88,21.32,403.56,Net Banking,Pending,2026-04-24
O006000,C0124,P0058,W006,8,607.88,928.65,3934.39,Credit Card,Pending,2025-08-18
O006001,C0296,P0084,W009,3,611.84,79.76,1755.76,Credit Card,Pending,2025-09-07
O006002,C0149,P0173,W015,9,112.19,149.68,860.03,Cash,Pending,2026-07-06
O006003,C0076,P0111,W004,5,638.29,629.81,2561.64,Net Banking,Pending,2025-11-19
O006004,C0439,P0008,W004,7,707.65,878.22,4075.33,Credit Card,Completed,2025-11-18
O006005,C0087,P0046,W010,7,602.93,763.11,3457.4,Debit Card,Cancelled,2026-02-18
O006006,C0135,P0117,W014,10,422.57,87.44,4138.26,Net Banking,Pending,2026-06-26
O006007,C0493,P0021,W007,7,244.16,32.34,1676.78,Cash,Cancelled,2026-06-28
O006008,C0368,P0013,W013,7,678.5,595.44,4154.06,Debit Card,Cancelled,2025-11-30
O006009,C0292,P0024,W014,3,574.38,236.65,1486.49,Credit Card,Cancelled,2025-11-11
O006010,C0480,P0153,W002,3,97.2,19.9,271.7,Credit Card,Cancelled,2025-08-19
O006011,C0284,P0180,W003,5,83.12,3.73,411.87,UPI,Pending,2025-10-19
O006012,C0412,P0067,W005,4,610.98,436.37,2007.55,Net Banking,Cancelled,2025-09-23
O006013,C0125,P0185,W001,9,566.24,567.32,4528.84,Debit Card,Cancelled,2026-03-03
O006014,C0300,P0195,W003,4,194.61,89.5,688.94,UPI,Completed,2025-12-08
O006015,C0034,P0119,W007,1,123.87,23.35,100.52,Cash,Completed,2026-02-03
O006016,C0068,P0119,W005,9,123.87,118.9,995.93,Credit Card,Completed,2026-05-31
O006017,C0018,P0002,W018,5,318.95,286.56,1308.19,Cash,Completed,2025-10-04
O006018,C0298,P0001,W005,4,711.01,494.96,2349.08,Net Banking,Cancelled,2026-07-11
O006019,C0398,P0126,W011,6,352.47,36.55,2078.27,UPI,Pending,2026-03-23
O006020,C0249,P0114,W006,7,433.11,50.01,2981.76,Debit Card,Cancelled,2025-11-20
O006021,C0129,P0113,W017,2,229.52,20.09,438.95,Cash,Cancelled,2025-10-29
O006022,C0156,P0008,W010,2,707.65,242.83,1172.47,Cash,Pending,2026-01-08
O006023,C0483,P0076,W008,3,366.83,96.6,1003.89,Debit Card,Pending,2025-11-16
O006024,C0363,P0170,W015,6,505.56,525.37,2507.99,Credit Card,Cancelled,2026-01-05
O006025,C0127,P0194,W002,4,316.48,210.19,1055.73,Debit Card,Pending,2025-08-22
O006026,C0234,P0132,W009,8,661.28,193.55,5096.69,UPI,Completed,2026-05-20
O006027,C0474,P0183,W016,7,518.44,603.1,3025.98,UPI,Completed,2026-01-22
O006028,C0169,P0126,W006,1,352.47,43.84,308.63,Credit Card,Cancelled,2026-06-04
O006029,C0230,P0109,W019,4,51.49,13.02,192.94,Credit Card,Completed,2025-12-27
O006030,C0410,P0111,W019,5,638.29,402.93,2788.52,Net Banking,Pending,2025-08-17
O006031,C0238,P0032,W009,6,562.17,235.68,3137.34,Debit Card,Completed,2025-12-09
O006032,C0279,P0066,W012,9,156.35,72.73,1334.42,Cash,Pending,2026-04-19
O006033,C0484,P0147,W009,3,250.9,14.3,738.4,Credit Card,Cancelled,2025-12-29
O006034,C0279,P0034,W012,8,98.84,108.8,681.92,Credit Card,Pending,2025-12-12
O006035,C0364,P0198,W019,7,369.55,182.28,2404.57,Cash,Completed,2026-01-07
O006036,C0195,P0131,W005,4,381.9,153.61,1373.99,Debit Card,Completed,2025-08-11
O006037,C0421,P0107,W008,9,223.7,74.32,1938.98,Debit Card,Cancelled,2025-12-05
O006038,C0463,P0090,W014,10,414.11,84.76,4056.34,Credit Card,Pending,2026-02-28
O006039,C0425,P0099,W018,7,703.35,178.14,4745.31,Debit Card,Pending,2026-05-30
O006040,C0044,P0100,W020,1,451.54,74.19,377.35,Debit Card,Cancelled,2026-02-28
O006041,C0248,P0012,W009,4,342.53,216.55,1153.57,Credit Card,Pending,2026-07-16
O006042,C0256,P0080,W011,7,24.4,19.24,151.56,UPI,Completed,2026-05-04
O006043,C0359,P0189,W011,8,416.57,12.07,3320.49,UPI,Cancelled,2025-11-24
O006044,C0414,P0027,W009,1,78.28,12.63,65.65,UPI,Cancelled,2025-09-27
O006045,C0228,P0195,W008,7,194.61,42.64,1319.63,Net Banking,Completed,2025-10-01
O006046,C0298,P0016,W003,5,646.11,103.49,3127.06,Credit Card,Pending,2025-12-08
O006047,C0244,P0045,W008,2,74.54,24.62,124.46,Cash,Completed,2026-01-25
O006048,C0385,P0030,W001,9,129.09,67.14,1094.67,Credit Card,Pending,2025-12-28
O006049,C0126,P0036,W006,9,550.45,635.01,4319.04,Cash,Completed,2026-02-01
O006050,C0269,P0023,W001,1,673.26,34.11,639.15,Cash,Completed,2026-06-10
O006051,C0394,P0114,W011,3,433.11,201.42,1097.91,UPI,Cancelled,2026-02-08
O006052,C0103,P0036,W006,7,550.45,187.11,3666.04,Net Banking,Cancelled,2026-06-10
O006053,C0157,P0199,W006,1,550.92,73.49,477.43,Cash,Pending,2026-06-12
O006054,C0241,P0087,W002,4,52.58,1.35,208.97,Credit Card,Pending,2026-03-11
O006055,C0371,P0006,W019,10,615.25,460.73,5691.77,Net Banking,Completed,2025-11-24
O006056,C0044,P0181,W017,10,510.35,487.71,4615.79,Credit Card,Cancelled,2026-05-12
O006057,C0122,P0164,W007,2,347.36,76.1,618.62,Cash,Pending,2026-02-20
O006058,C0434,P0186,W007,1,703.11,107.75,595.36,Debit Card,Cancelled,2025-09-14
O006059,C0264,P0167,W019,3,121.8,44.1,321.3,Cash,Cancelled,2026-04-25
O006060,C0012,P0097,W008,9,339.95,494.33,2565.22,UPI,Cancelled,2026-03-04
O006061,C0406,P0096,W012,5,223.64,144.95,973.25,Net Banking,Cancelled,2025-09-08
O006062,C0354,P0167,W003,10,121.8,227.67,990.33,Net Banking,Cancelled,2026-06-07
O006063,C0165,P0122,W018,7,472.24,534.35,2771.33,UPI,Pending,2026-05-30
O006064,C0444,P0190,W020,5,537.59,267.95,2420.0,Net Banking,Completed,2025-12-13
O006065,C0100,P0073,W010,3,114.95,16.19,328.66,Credit Card,Completed,2025-10-25
O006066,C0353,P0129,W007,7,649.05,735.97,3807.38,Debit Card,Completed,2025-11-03
O006067,C0382,P0102,W005,2,580.08,110.36,1049.8,Net Banking,Completed,2026-05-15
O006068,C0183,P0071,W011,4,324.09,164.51,1131.85,Net Banking,Completed,2025-09-19
O006069,C0015,P0036,W012,8,550.45,357.48,4046.12,Cash,Completed,2025-09-26
O006070,C0008,P0130,W012,1,247.63,3.17,244.46,Debit Card,Completed,2025-10-04
O006071,C0064,P0078,W004,9,134.38,63.39,1146.03,Net Banking,Pending,2025-09-24
O006072,C0029,P0165,W001,7,221.44,161.95,1388.13,UPI,Cancelled,2026-03-19
O006073,C0168,P0199,W001,1,550.92,61.73,489.19,UPI,Cancelled,2026-04-28
O006074,C0262,P0151,W014,7,359.46,342.72,2173.5,Debit Card,Pending,2025-10-04
O006075,C0019,P0047,W011,9,519.72,59.41,4618.07,UPI,Pending,2026-07-06
O006076,C0327,P0120,W017,6,117.95,107.36,600.34,Cash,Pending,2025-09-02
O006077,C0040,P0070,W019,8,468.0,626.33,3117.67,Net Banking,Completed,2026-04-17
O006078,C0309,P0190,W016,4,537.59,418.5,1731.86,Cash,Cancelled,2026-05-04
O006079,C0280,P0017,W007,10,438.91,660.47,3728.63,Cash,Completed,2025-10-25
O006080,C0333,P0053,W001,4,208.63,99.12,735.4,Credit Card,Completed,2026-01-21
O006081,C0120,P0074,W016,3,318.47,86.68,868.73,UPI,Cancelled,2025-10-29
O006082,C0178,P0147,W016,8,250.9,165.97,1841.23,Net Banking,Pending,2026-04-12
O006083,C0126,P0007,W005,5,86.6,29.39,403.61,Credit Card,Completed,2025-12-28
O006084,C0497,P0079,W016,9,102.81,146.71,778.58,Cash,Cancelled,2026-01-22
O006085,C0055,P0101,W009,2,536.98,182.62,891.34,Debit Card,Pending,2025-08-28
O006086,C0214,P0196,W009,8,403.53,591.78,2636.46,Credit Card,Pending,2025-09-06
O006087,C0438,P0090,W001,9,414.11,258.75,3468.24,UPI,Cancelled,2026-03-06
O006088,C0414,P0014,W012,8,248.91,295.0,1696.28,Debit Card,Completed,2026-02-25
O006089,C0351,P0087,W014,2,52.58,8.9,96.26,Credit Card,Cancelled,2026-07-18
O006090,C0193,P0072,W015,8,712.27,317.89,5380.27,Net Banking,Cancelled,2025-08-18
O006091,C0390,P0003,W015,7,307.09,129.04,2020.59,UPI,Cancelled,2025-10-09
O006092,C0175,P0162,W009,6,472.72,55.82,2780.5,Net Banking,Cancelled,2025-08-16
O006093,C0438,P0154,W010,8,687.94,1055.85,4447.67,Credit Card,Cancelled,2026-02-18
O006094,C0202,P0067,W013,10,610.98,194.95,5914.85,Debit Card,Cancelled,2025-10-12
O006095,C0159,P0074,W010,9,318.47,438.15,2428.08,Credit Card,Completed,2025-08-09
O006096,C0437,P0036,W017,8,550.45,666.15,3737.45,Net Banking,Completed,2026-03-28
O006097,C0318,P0190,W008,2,537.59,92.1,983.08,Credit Card,Pending,2026-04-10
O006098,C0136,P0101,W002,10,536.98,267.67,5102.13,Debit Card,Completed,2025-10-08
O006099,C0412,P0035,W008,7,613.51,842.96,3451.61,Credit Card,Completed,2026-05-09
O006100,C0338,P0084,W006,1,611.84,61.08,550.76,Net Banking,Completed,2025-12-01
O006101,C0146,P0185,W020,8,566.24,864.55,3665.37,Debit Card,Completed,2026-03-12
O006102,C0284,P0102,W012,4,580.08,416.86,1903.46,Cash,Cancelled,2026-01-26
O006103,C0409,P0022,W007,4,456.03,125.63,1698.49,Cash,Pending,2026-01-04
O006104,C0053,P0064,W011,9,124.23,54.99,1063.08,Debit Card,Cancelled,2026-02-12
O006105,C0443,P0029,W003,2,380.84,84.08,677.6,UPI,Pending,2026-01-09
O006106,C0322,P0188,W013,8,149.25,99.56,1094.44,Cash,Pending,2026-01-27
O006107,C0255,P0130,W008,6,247.63,12.57,1473.21,Debit Card,Cancelled,2025-11-18
O006108,C0380,P0077,W013,3,705.01,232.91,1882.12,Debit Card,Pending,2026-06-25
O006109,C0213,P0199,W007,9,550.92,899.19,4059.09,Debit Card,Completed,2026-07-17
